Pincode,Enrolment_Count,Update_Count
581306,30,659
581307,12,105
581308,4,53
581314,108,1659
581315,28,419
581316,21,479
581317,10,253
581318,75,1431
581319,33,584
581320,250,6246
581321,27,328
581322,38,677
581323,34,636
581324,28,736
581325,189,3870
581326,24,402
581327,34,877
581328,6,138
581329,284,5501
581330,15,454
581331,25,298
581332,18,474
581333,25,479
581334,132,2190
581335,19,434
581336,30,603
581337,23,479
581338,25,341
581339,14,416
581340,28,622
581341,28,332
581342,35,740
581343,64,1577
581344,32,632
581345,8,228
581346,72,1824
581347,20,673
581348,62,1071
581349,141,3869
581350,62,1182
581351,46,787
581352,23,888
581353,47,644
581354,38,748
581355,134,2120
581356,61,1392
581357,16,377
581358,53,1705
581359,97,1804
581360,10,135
581361,26,580
581362,31,510
581363,41,477
581365,7,26
581384,13,425
581396,6,82
581400,18,836
581401,33,1184
581402,159,4976
581403,49,901
581411,15,916
581412,72,861
581421,55,936
581423,47,660
581440,29,770
581450,20,397
581453,39,1074
582101,376,6958
582102,365,5529
582103,223,5201
582111,33,524
582112,335,5339
582113,218,2222
582114,309,3611
582115,142,1989
582116,319,6790
582117,139,2220
582118,426,4384
582119,136,2250
582120,208,3630
582201,147,2664
582202,61,877
582203,119,1404
582204,67,848
582205,144,2330
582206,47,769
582207,371,6842
582208,375,6611
582209,341,4227
582210,24,950
582211,190,2625
583101,773,23011
583102,507,11971
583103,262,6710
583104,102,3193
583111,131,1764
583112,71,879
583113,186,2960
583114,92,1711
583115,275,4661
583116,228,3677
583117,262,4384
583118,19,459
583119,202,4496
583120,361,6006
583121,239,7084
583122,228,3156
583123,222,4164
583124,238,1752
583125,223,4616
583126,146,5082
583127,79,2558
583128,247,2456
583129,235,3180
583130,123,5902
583131,238,7776
583132,198,3761
583134,191,5488
583135,260,7337
583136,77,5199
583137,151,3354
583152,3,2
583201,447,13983
583203,6,99
583211,35,780
583212,360,6715
583213,153,2315
583214,118,2350
583215,9,62
583216,257,3073
583217,117,1911
583218,131,3157
583219,299,5459
583220,129,1919
583221,107,1722
583222,258,5540
583223,140,2084
583224,177,1987
583225,20,829
583226,156,2581
583227,493,11422
583228,275,4688
583229,378,7396
583230,177,2658
583231,221,6892
583232,250,3965
583233,32,622
583234,191,3162
583235,199,2340
583236,246,4373
583237,438,9102
583238,326,11076
583239,44,1074
583268,131,1936
583275,4,127
583277,491,9076
583278,177,3082
583279,207,3034
583280,156,3371
583281,318,4537
583282,136,2621
583283,386,4627
584101,498,15693
584102,283,5224
584103,156,3477
584111,712,8226
584112,5,68
584113,171,2986
584114,5,73
584115,346,5081
584116,425,5210
584118,168,2831
584119,7,40
584120,400,6407
584121,28,221
584122,546,11039
584123,564,8804
584124,245,4756
584125,435,6111
584126,246,3010
584127,207,4037
584128,1308,20679
584129,450,6651
584130,8,119
584131,10,59
584132,285,3032
584133,192,2326
584134,119,2481
584135,138,1933
584136,87,1543
584138,130,2679
584139,499,4974
584140,251,4501
584143,358,7103
584166,4,70
584167,132,2113
584170,116,2120
584202,168,1762
584203,144,2252
585101,206,8429
585102,401,13675
585103,464,12470
585104,1493,24789
585105,164,4508
585106,52,1168
585201,178,3671
585202,910,15325
585210,40,593
585211,265,4264
585212,133,2320
585213,125,3519
585214,434,6821
585215,513,5539
585216,490,9485
585217,91,3940
585218,160,3486
585219,81,671
585220,175,1965
585221,312,6056
585222,416,7319
585223,597,9528
585224,146,1509
585225,221,5996
585226,187,4524
585227,200,5410
585228,294,8638
585229,12,173
585236,125,3259
585237,261,3169
585265,198,3598
585287,160,2539
585290,836,5657
585291,250,2442
585292,23,633
585301,355,9052
585302,300,9904
585303,107,1937
585304,167,2421
585305,131,2572
585306,154,3682
585307,56,1632
585308,132,3139
585309,311,5059
585310,652,13086
585311,132,3812
585312,242,4021
585313,338,5159
585314,85,2511
585315,176,3154
585316,235,4944
585317,171,2732
585318,284,4062
585319,239,3669
585320,124,2179
585321,377,6611
585322,171,2607
585323,266,2931
585324,140,2590
585325,320,5295
585326,406,8359
585327,540,13627
585328,341,8158
585329,143,3259
585330,232,4000
585331,143,3219
585353,72,1331
585355,194,3222
585401,310,10194
585402,218,6372
585403,352,10551
585411,95,2897
585412,160,4699
585413,180,4259
585414,63,2221
585415,40,941
585416,200,4876
585417,81,2969
585418,116,3221
585419,166,5831
585421,146,3581
585436,75,1461
585437,361,4681
585443,93,2126
586101,1146,14823
586102,149,2920
586103,173,3247
586104,441,7030
586108,217,3384
586109,110,2553
586111,150,2169
586112,275,6044
586113,317,6169
586114,137,2469
586115,211,4347
586116,99,1906
586117,222,4590
586118,177,3655
586119,167,2278
586120,207,3321
586121,111,1570
586122,118,2320
586123,263,3720
586124,203,2985
586125,249,3987
586126,32,986
586127,160,3191
586128,645,10946
586129,151,2219
586130,178,2933
586201,73,1860
586202,274,4032
586203,343,7556
586204,251,4092
586205,193,3702
586206,101,1540
586207,127,2641
586208,155,3285
586209,170,3122
586210,173,2794
586211,181,3129
586212,171,3341
586213,164,3905
586214,312,6296
586215,295,4468
586216,137,2769
586217,260,4544
586245,216,3193
587101,121,2904
587102,52,1161
587103,174,4858
587111,193,2772
587112,118,2865
587113,186,3268
587114,63,1369
587115,119,2587
587116,464,9309
587117,135,2695
587118,246,3635
587119,214,3019
587120,137,2480
587121,153,2972
587122,210,3867
587124,146,1748
587125,399,5919
587154,293,3510
587155,132,2230
587156,35,736
587201,400,7732
587202,226,2119
587203,215,4877
587204,162,2270
587205,78,1662
587206,283,5179
587207,129,2307
587301,617,9510
587311,263,5569
587312,287,4009
587313,485,11954
587314,112,2262
587315,224,4830
587316,11,117
587330,235,2953
590001,255,6801
590003,156,3763
590005,147,4011
590006,139,3965
590008,47,1452
590009,8,163
590010,183,4410
590011,12,170
590014,223,4742
590016,472,11599
590018,6,73
590019,9,216
591101,170,2628
591102,314,6701
591103,128,2263
591104,156,3937
591106,122,2306
591107,87,1388
591108,149,3704
591109,118,3100
591110,90,1735
591111,81,1378
591112,92,2015
591113,48,1031
591114,213,4672
591115,160,4414
591116,14,91
591117,298,5145
591118,52,963
591119,154,2467
591120,108,2821
591121,71,2378
591122,170,3839
591123,318,6922
591124,106,2152
591125,89,1839
591126,383,6973
591127,114,2031
591128,67,1644
591129,197,4030
591130,164,2846
591131,81,1404
591136,51,1298
591143,88,1756
591147,42,835
591153,59,1214
591156,69,1376
591173,5,65
591201,118,2888
591211,48,1089
591212,103,2831
591213,229,4791
591214,98,1423
591215,105,1959
591216,70,1519
591217,116,2555
591219,26,320
591220,326,5434
591221,121,2577
591222,365,5409
591223,36,705
591224,227,5156
591225,71,2189
591226,150,3520
591227,152,3684
591228,55,685
591229,57,897
591230,135,1920
591231,78,1706
591232,157,3090
591233,219,3592
591234,43,1581
591235,274,5788
591236,57,1347
591237,240,4920
591238,87,1210
591239,61,1251
591240,152,2597
591241,94,1964
591242,67,2009
591243,181,2704
591244,70,1729
591246,26,725
591247,94,1371
591248,194,3688
591254,68,1592
591263,56,1275
591265,121,2723
591287,35,910
591301,63,1739
591302,305,7147
591303,162,2833
591304,460,10101
591305,100,1952
591306,144,2298
591307,416,8623
591308,29,381
591309,169,4639
591310,129,2667
591311,183,5964
591312,230,4176
591313,111,3199
591315,32,731
591316,77,2551
591317,489,8211
591340,37,933
591344,145,3163
600001,426,13788
600002,224,7507
600003,68,2050
600004,263,8457
600005,264,9793
600006,70,1856
600007,116,3751
600008,33,1366
600009,14,345
600010,136,5261
600011,204,11248
600012,531,20189
600013,193,7515
600014,181,6788
600015,221,10672
600016,171,4784
600017,166,6868
600018,99,4138
600019,400,17897
600020,92,4288
600021,425,18687
600023,203,10092
600024,133,6524
600026,92,4210
600027,9,164
600028,318,6359
600029,110,3759
600030,80,3042
600031,41,1782
600032,131,3618
600033,131,6205
600034,100,3134
600035,40,1620
600036,10,143
600037,213,9313
600038,20,799
600039,373,18124
600040,168,6806
600041,266,10449
600042,358,13347
600043,223,6561
600044,373,12876
600045,345,7381
600046,2,20
600047,44,1088
600048,354,14575
600049,222,8808
600050,137,5338
600051,114,3830
600052,796,14353
600053,518,31745
600054,171,7000
600055,193,5472
600056,467,13360
600057,191,7085
600058,64,2541
600059,120,4133
600060,135,4396
600061,149,5305
600062,425,14896
600063,234,10039
600064,122,4515
600065,6,221
600066,205,5292
600067,237,5160
600068,210,5550
600069,383,14842
600070,204,4718
600071,241,8809
600072,222,6043
600073,333,10108
600074,108,2640
600075,166,5320
600076,57,1915
600077,414,22564
600078,291,12631
600080,82,2894
600081,303,15701
600082,180,7954
600083,170,7591
600084,34,1010
600085,78,2519
600086,32,892
600087,167,5619
600088,183,5808
600089,154,4204
600090,52,1774
600091,393,9959
600092,146,6041
600093,102,3632
600094,174,8774
600095,316,12606
600096,165,5705
600097,268,8400
600098,12,457
600099,412,16858
600100,915,17835
600101,68,3361
600102,46,1827
600103,126,3803
600106,160,5872
600107,218,8008
600108,10,347
600109,38,1144
600110,78,3456
600112,74,2800
600113,97,3254
600114,75,1883
600115,261,4762
600116,306,8714
600117,311,8288
600118,383,15976
600119,487,6451
600120,104,3018
600122,376,16452
600123,98,2897
600124,175,3476
600125,187,5085
600126,375,9835
600127,191,3985
600128,67,1647
600129,90,2055
600130,145,2143
600131,29,706
600132,9,221
601101,96,2171
601102,127,3472
601103,156,3663
601201,554,11851
601202,128,2675
601203,200,6827
601204,206,8541
601205,86,3519
601206,89,2464
601301,192,8730
602001,198,6103
602002,171,4655
602003,46,1402
602021,93,3012
602022,20,548
602023,100,3177
602024,450,13062
602025,142,4592
602026,125,4083
602027,12,508
602028,16,503
602105,329,6435
602106,114,2523
602108,75,1663
602109,18,587
602117,26,198
603001,63,2274
603002,220,5891
603003,18,288
603004,6,37
603101,63,1575
603102,217,5900
603103,249,7092
603104,91,3056
603105,73,2614
603106,36,1150
603107,132,3182
603108,118,3483
603109,320,6288
603110,124,3663
603111,104,2267
603112,67,3039
603127,22,675
603201,64,1185
603202,494,12325
603203,178,4080
603204,437,5798
603209,113,2605
603210,104,3475
603211,35,596
603301,85,2956
603302,67,2482
603303,102,1523
603304,59,2107
603305,60,2154
603306,183,4739
603307,66,1950
603308,102,1961
603309,39,1211
603310,96,2337
603311,18,667
603312,69,3333
603313,50,1488
603314,48,806
603319,37,1293
603401,65,2391
603402,58,1609
603403,52,1101
603404,15,230
603405,53,1588
603406,174,4143
604001,450,9614
604101,117,1400
604102,189,3226
604151,114,2847
604152,80,2331
604153,49,1588
604154,113,1447
604201,180,4186
604202,163,4712
604203,80,1749
604204,183,3522
604205,156,3065
604206,132,2968
604207,213,3438
604208,91,2073
604210,67,1585
604301,314,3775
604302,213,2551
604303,236,6771
604304,88,2875
604305,51,333
604306,126,2154
604307,185,1885
604401,82,1850
604402,99,2051
604403,98,2003
604404,50,986
604405,72,2222
604406,110,4110
604407,253,7827
604408,280,6948
604409,35,1131
604410,70,2351
604501,79,2295
604502,59,1148
604503,60,2691
604504,71,1987
604505,63,1670
604601,100,3831
605001,119,4408
605003,70,4343
605004,130,6246
605005,73,2334
605006,23,502
605007,213,8065
605008,212,8260
605009,227,6285
605010,79,3780
605011,45,1657
605012,13,399
605013,94,3248
605014,106,2564
605101,11,476
605102,154,2721
605103,253,4057
605104,93,3156
605105,184,3146
605106,182,4141
605107,190,2955
605108,189,4165
605109,70,2074
605110,324,7936
605111,91,2334
605201,160,3042
605202,126,2146
605203,245,3132
605301,182,2974
605302,99,1538
605401,166,3478
605402,264,4960
605403,1,128
605501,269,5013
605502,121,3222
605601,190,3528
605602,276,9973
605651,120,2240
605652,259,4774
605701,257,5102
605702,137,3888
605751,213,4707
605752,79,2463
605754,79,3227
605755,196,4346
605756,40,911
605757,65,1670
605758,79,1850
605759,43,1601
605766,126,3516
605801,191,3614
605802,105,3461
605803,257,4621
606001,230,6964
606003,241,5532
606102,182,6337
606103,142,3887
606104,210,6980
606105,176,6440
606106,148,6381
606107,180,6477
606108,133,5042
606110,122,3013
606111,138,5135
606115,102,2286
606201,324,9517
606202,194,6817
606203,152,4607
606204,208,4982
606205,236,6607
606206,299,8168
606207,318,11086
606208,134,2727
606209,13,351
606213,160,4337
606301,153,4630
606302,153,5790
606303,103,6340
606304,166,6317
606305,128,3759
606401,422,7260
606402,180,4639
606601,270,11695
606603,149,4130
606604,134,4435
606611,92,3237
606701,79,2136
606702,110,3270
606703,141,3658
606704,158,3704
606705,109,2442
606706,94,2156
606707,152,3903
606708,425,8158
606709,136,3833
606710,94,2835
606751,130,3407
606752,97,3111
606753,199,4932
606754,73,3417
606755,115,3463
606801,80,2778
606802,87,2294
606803,239,7697
606804,109,2707
606805,74,1858
606806,49,1684
606807,32,1165
606808,50,1586
606811,48,997
606901,162,2893
606902,144,4852
606903,127,3742
606904,105,2636
606905,115,2925
606906,53,1047
606907,126,3021
606908,88,1748
607001,215,7224
607002,226,6735
607003,308,8073
607004,65,1236
607005,63,1580
607006,2,22
607101,104,2656
607102,140,3693
607103,147,4438
607104,92,2964
607105,197,5308
607106,520,10158
607107,104,2499
607108,112,2615
607109,73,2392
607112,55,1279
607201,113,3220
607202,91,2466
607203,163,3793
607204,161,5533
607205,80,2242
607209,107,3072
607301,217,6578
607302,280,7113
607303,242,5593
607308,25,1114
607401,87,2802
607402,205,7222
607801,84,2090
607802,244,6288
607803,33,1529
607804,125,2962
607805,161,4551
607807,47,1287
608001,200,6411
608002,105,4205
608102,126,3223
608201,93,2871
608301,245,5844
608302,113,3158
608303,183,4290
608304,54,1596
608305,62,1781
608306,67,1178
608401,73,2585
608501,151,3568
608502,114,3991
608601,138,5248
608602,86,3349
608701,159,3296
608702,118,4647
608703,197,5800
608704,76,2024
608801,128,3153
608901,101,4515
609001,235,7298
609003,58,1235
609101,117,3876
609102,46,1044
609103,21,353
609104,41,1341
609105,63,1883
609106,82,2122
609107,42,1183
609108,79,3187
609109,44,1720
609110,51,2056
609111,38,1825
609112,41,909
609113,49,1229
609114,50,1148
609115,35,1149
609116,30,1600
609117,66,1855
609118,85,1301
609201,19,787
609202,59,1526
609203,91,2105
609204,72,1258
609205,45,1008
609301,98,1746
609302,44,662
609303,14,398
609304,69,1471
609305,22,592
609306,40,1011
609307,57,1744
609308,27,742
609309,143,2832
609310,37,680
609311,41,1113
609312,28,518
609313,45,1197
609314,29,446
609401,45,1023
609402,44,1203
609403,110,2428
609404,55,1176
609405,62,1193
609501,82,2154
609502,29,527
609503,104,2480
609504,28,654
609601,39,1695
609602,155,6813
609603,56,1775
609604,56,2258
609605,59,1913
609606,55,2022
609607,68,2800
609608,40,1272
609609,94,3820
609701,48,1124
609702,47,1655
609703,44,1303
609704,27,670
609801,123,2959
609802,26,952
609803,31,560
609804,39,1217
609805,49,1004
609806,80,1761
609807,113,2686
609808,39,1287
609810,10,239
609811,45,985
610001,181,4865
610003,28,294
610004,15,243
610101,106,2709
610102,104,1908
610103,37,1379
610104,86,2278
610105,112,2744
610106,47,1119
610107,74,1370
610109,45,1167
610201,34,1018
610202,40,945
610203,99,2295
610204,32,775
610205,36,1122
610206,94,1888
610207,38,1336
610211,17,340
611001,135,4749
611002,117,4492
611003,9,351
611101,49,1474
611102,35,900
611103,32,1231
611104,51,1567
611105,27,909
611106,58,1908
611108,66,2364
611109,60,1983
611110,41,1217
611111,126,2246
611112,77,2731
611118,16,376
612001,319,14010
612002,129,2998
612101,67,2586
612102,58,1421
612103,80,3172
612104,42,1128
612105,38,1186
612106,48,868
612201,64,1544
612202,49,1760
612203,77,1345
612204,82,3307
612301,78,2227
612302,52,1950
612303,48,1708
612401,108,4264
612402,50,1621
612501,79,3194
612502,49,1418
612503,88,2509
612504,80,2204
612601,41,1533
612602,68,2982
612603,46,1279
612604,58,2064
612605,37,1503
612610,27,583
612701,37,1171
612702,86,3664
612703,53,1916
612801,41,1250
612802,39,1091
612803,68,1721
612804,78,2663
612901,96,2385
612902,75,2038
612903,112,3794
612904,176,2686
613001,214,9426
613002,71,2039
613003,80,2123
613004,90,3796
613005,46,2601
613006,166,5611
613007,67,2605
613008,30,989
613009,86,3525
613010,13,232
613101,53,2329
613102,56,1394
613103,46,1103
613104,123,3563
613105,26,1116
613201,49,1220
613202,55,989
613203,38,1036
613204,131,3424
613205,32,1010
613301,243,6285
613303,65,2032
613401,15,657
613402,96,3409
613403,75,2358
613501,107,3043
613502,31,1242
613504,75,1776
613601,52,1841
613602,101,4320
613701,79,2183
613702,26,858
613703,68,1615
613704,53,747
613705,30,723
614001,161,6386
614013,43,1319
614014,60,2309
614015,72,1465
614016,97,2326
614017,66,1421
614018,113,3760
614019,127,4275
614020,47,1183
614101,105,2287
614102,56,1261
614103,52,1299
614201,61,1487
614202,48,1293
614203,71,3100
614204,41,1367
614205,58,2007
614206,66,2220
614207,35,908
614208,35,1168
614209,5,76
614210,33,1029
614211,29,819
614301,27,667
614302,49,1310
614303,42,883
614401,35,1552
614402,85,1514
614403,27,628
614404,87,3004
614601,131,5845
614602,258,6654
614612,113,2996
614613,80,3180
614614,134,5369
614615,75,2996
614616,637,12888
614617,53,1403
614618,101,3939
614619,111,4628
614620,109,2848
614621,126,3255
614622,136,2852
614623,35,1037
614624,330,8133
614625,174,7932
614626,87,3527
614628,139,5351
614629,55,1534
614630,158,3932
614701,279,6411
614702,47,956
614703,108,2107
614704,140,3891
614705,71,2259
614706,62,1251
614707,49,1857
614708,62,1521
614710,59,1659
614711,100,2710
614712,36,1162
614713,57,2014
614714,70,3013
614715,91,3277
614716,73,1444
614717,78,2367
614723,49,1213
614738,34,335
614801,92,2340
614802,88,1956
614803,73,1852
614804,167,5530
614805,83,1323
614806,67,1605
614807,14,217
614808,44,1239
614809,82,3277
614810,58,1989
614901,73,2058
614902,191,5882
614903,166,4838
614904,109,4991
614905,55,2173
614906,50,1278
620001,477,11463
620002,159,4563
620003,153,7290
620004,122,3979
620005,147,4227
620006,151,4575
620007,123,3910
620008,300,9789
620009,190,4311
620010,153,4184
620011,69,2869
620012,234,6713
620013,159,5036
620014,48,1898
620015,92,3449
620016,32,1205
620017,192,7351
620018,24,1052
620019,157,4195
620020,87,2932
620021,139,4125
620022,33,1401
620023,34,955
620025,48,2339
620026,33,1683
620101,67,2129
620102,266,8730
621001,86,1849
621002,163,3050
621003,79,2670
621004,32,946
621005,223,7846
621006,114,2055
621007,27,868
621008,86,1852
621009,100,1987
621010,101,3154
621011,84,1826
621012,61,2277
621014,87,1564
621018,2,9
621101,68,2094
621102,24,855
621103,105,2443
621104,115,2916
621105,84,2435
621106,41,1401
621107,53,1606
621108,181,7418
621109,128,3755
621110,84,1341
621111,22,705
621112,90,3367
621113,88,2109
621114,32,950
621115,144,3872
621116,67,2629
621117,177,6705
621118,34,1236
621133,55,1818
621202,73,1909
621203,94,1849
621204,61,1125
621205,73,1540
621206,109,1920
621207,94,2794
621208,65,2415
621209,152,1712
621210,82,1757
621211,180,4949
621212,201,5973
621213,74,1923
621214,90,2508
621215,207,4162
621216,99,3795
621217,88,1618
621218,64,2131
621219,70,1325
621220,75,2377
621301,188,3477
621302,164,3805
621303,3,118
621305,171,3163
621306,434,10210
621307,221,5497
621308,256,4416
621310,246,4312
621311,182,3881
621312,138,3351
621313,476,7297
621314,397,9339
621315,192,5232
621316,335,7769
621601,77,2676
621651,68,2455
621652,42,1412
621653,61,2726
621701,187,6218
621702,81,1826
621703,92,2077
621704,180,8645
621705,70,3641
621706,47,1218
621707,117,9667
621708,131,3926
621709,20,664
621710,72,3418
621711,108,3145
621712,130,3084
621713,97,3903
621714,87,3756
621715,149,7407
621716,129,6872
621717,124,7054
621718,57,2414
621719,78,2301
621722,35,674
621730,44,1000
621801,59,2471
621802,113,4005
621803,97,4210
621804,276,11999
621805,54,2702
621806,77,5322
621851,60,3033
622001,248,7480
622002,275,6516
622003,115,3312
622004,116,2382
622005,20,549
622101,178,4695
622102,404,7116
622103,47,1429
622104,98,2850
622201,155,3249
622202,80,3006
622203,240,7144
622204,52,1719
622209,40,1211
622301,423,9701
622302,215,7025
622303,171,5467
622304,170,4132
622401,85,2025
622402,49,1593
622403,71,1908
622404,43,1047
622407,79,1859
622408,17,370
622409,60,1202
622411,29,646
622412,104,1868
622422,18,568
622501,123,3181
622502,158,5179
622503,55,1572
622504,130,3988
622505,33,1021
622506,73,2855
622507,90,2693
622515,113,2632
623115,51,1534
623120,87,2779
623135,61,2153
623308,51,1378
623315,25,779
623401,37,1193
623402,32,1020
623403,62,2783
623404,11,320
623406,28,1153
623407,56,2785
623409,77,2896
623501,64,3564
623502,31,1217
623503,56,2396
623504,211,6918
623512,37,1333
623513,52,1807
623514,44,1599
623515,59,2244
623516,20,733
623517,251,6874
623518,72,1921
623519,66,1970
623520,3,78
623521,44,1759
623522,65,1569
623523,110,4208
623524,28,1020
623525,119,4192
623526,157,4411
623527,60,3994
623528,78,2609
623529,74,2123
623530,31,1541
623531,43,1694
623532,49,2408
623533,52,1609
623534,56,1772
623536,95,2528
623537,28,1143
623538,49,1639
623566,22,811
623601,108,4603
623603,156,5572
623604,31,954
623605,53,1307
623608,48,2850
623701,151,5035
623703,121,2975
623704,146,4750
623705,89,2611
623706,48,1602
623707,288,9639
623708,25,656
623711,53,2879
623712,56,1589
624001,180,8459
624002,384,12204
624003,253,9933
624004,72,2488
624005,308,12274
624101,137,5469
624103,50,2942
624201,84,4147
624202,186,7276
624204,81,3217
624206,24,1439
624208,90,3246
624210,22,494
624211,48,1965
624212,33,1646
624215,52,2278
624216,8,361
624219,83,4324
624220,77,1840
624301,51,2549
624302,73,2129
624303,92,3383
624304,138,5644
624306,190,6356
624307,35,1535
624308,191,6068
624401,384,13879
624402,86,2784
624403,166,3468
624601,155,9933
624610,26,1675
624612,60,2232
624613,96,5762
624614,111,3771
624615,64,4169
624616,78,3265
624617,54,2993
624618,90,3194
624619,163,8145
624620,160,6105
624621,63,2901
624622,102,4180
624701,29,899
624702,81,3396
624703,75,3683
624704,39,1668
624705,147,4854
624706,131,5448
624707,42,2091
624708,66,2949
624709,163,6272
624710,136,6535
624711,25,1152
624712,15,605
624801,206,6589
624802,125,5331
625001,414,14470
625002,287,12010
625003,167,7422
625004,59,2284
625005,158,5992
625006,138,5061
625007,214,6848
625008,75,2200
625009,474,18792
625011,285,9766
625012,203,10803
625014,209,10359
625016,580,20473
625017,351,8067
625018,343,9581
625019,171,4450
625020,443,16878
625021,36,1368
625022,183,6165
625023,2,18
625101,210,4909
625102,47,1485
625103,256,4514
625104,65,1688
625105,61,1951
625106,369,9430
625107,182,6573
625108,46,2009
625109,214,4668
625110,65,1419
625122,63,1686
625201,105,2987
625203,34,1556
625205,75,1068
625207,153,3080
625209,4,106
625214,80,1971
625218,221,4667
625221,75,1877
625234,110,1842
625301,139,6230
625402,149,4810
625501,167,4097
625502,16,417
625503,225,4592
625512,277,8329
625513,182,7147
625514,174,8394
625515,267,9114
625516,208,11852
625517,81,2738
625518,121,4135
625519,13,78
625520,85,2305
625521,60,2654
625522,44,1575
625523,63,1816
625524,59,1427
625526,29,1262
625527,94,3236
625528,116,3852
625529,73,2092
625530,114,3980
625531,447,16675
625532,363,9731
625533,83,4516
625534,159,6277
625535,156,7229
625536,122,2596
625537,177,3793
625538,3,32
625540,63,2108
625547,4,259
625556,23,1007
625562,74,1990
625579,184,5939
625582,116,4706
625601,163,5728
625602,126,3981
625603,71,2954
625604,23,942
625605,59,1912
625701,94,3373
625702,138,3867
625703,172,4460
625704,86,2077
625705,103,4667
625706,375,14333
625707,36,1367
625708,37,730
626001,392,17552
626002,7,174
626003,104,2496
626004,87,2363
626005,72,1966
626101,303,10747
626102,70,2753
626103,64,2305
626104,39,2023
626105,49,968
626106,177,7503
626107,21,534
626108,41,1621
626109,37,1734
626110,80,1398
626111,77,2372
626112,69,1996
626113,34,1396
626114,57,2023
626116,35,721
626117,281,13379
626118,43,1190
626119,39,1012
626121,83,3106
626122,19,948
626123,149,5367
626124,198,6471
626125,313,9893
626126,62,1125
626127,59,1407
626128,68,1869
626129,166,4042
626130,219,8724
626131,101,2606
626132,68,1428
626133,65,1915
626134,21,607
626136,44,1652
626137,52,1532
626138,148,2372
626139,27,832
626140,29,889
626141,52,1517
626142,46,2243
626145,3,70
626149,120,4093
626188,8,460
626189,339,11783
626201,87,2029
626202,65,1755
626203,313,8983
626204,130,2922
626205,53,1575
626607,56,2161
626612,37,1379
627001,74,2394
627002,224,7284
627003,32,798
627004,102,2829
627005,422,11626
627006,174,5629
627007,163,5558
627008,36,1176
627009,10,238
627010,94,2498
627011,210,7078
627012,34,361
627101,53,1375
627102,49,1374
627103,73,2975
627104,72,1569
627105,38,1151
627106,75,1673
627107,71,1412
627108,139,4515
627109,112,3101
627110,39,1198
627111,74,1585
627112,66,1233
627113,44,820
627114,65,2090
627115,39,1248
627116,57,2143
627117,140,4318
627118,16,776
627120,50,1276
627127,14,463
627130,23,206
627133,26,879
627151,41,1103
627152,65,2008
627201,128,4606
627202,28,1176
627351,136,3293
627352,105,3140
627353,78,1705
627354,51,1413
627355,48,1414
627356,72,2278
627357,176,4898
627358,97,3637
627359,32,1262
627401,109,3058
627412,46,1523
627413,90,2193
627414,91,2357
627415,134,3894
627416,199,5569
627417,37,844
627418,39,1169
627420,1,22
627421,17,475
627422,1,24
627423,94,3168
627424,27,1005
627425,206,5874
627426,117,3341
627428,4,147
627451,40,1192
627452,31,672
627453,93,1800
627501,124,2832
627502,73,1285
627601,60,1946
627602,76,2187
627603,10,261
627604,56,1740
627651,70,2180
627652,60,942
627654,20,826
627657,165,4065
627659,17,373
627713,58,1284
627719,104,2994
627751,349,12502
627753,126,2934
627754,111,2706
627755,75,2216
627756,296,9319
627757,161,5219
627758,138,4341
627759,74,2180
627760,56,1794
627761,28,616
627802,19,612
627803,95,3008
627804,56,1602
627805,59,1694
627806,123,4963
627807,50,1675
627808,244,7772
627809,138,4760
627810,11,481
627811,268,6498
627812,67,2143
627813,62,2314
627814,135,3152
627818,36,1094
627851,282,6192
627852,76,2041
627853,107,3125
627854,65,2178
627855,364,8504
627856,75,2080
627857,104,3067
627858,42,961
627859,188,5119
627860,114,2612
627861,133,3555
627862,111,2987
627951,118,4227
627953,176,5050
628001,208,7874
628002,547,15909
628003,107,3917
628004,17,273
628005,98,3269
628006,19,464
628007,2,31
628008,287,10290
628101,52,1283
628102,36,1214
628103,119,3512
628104,30,790
628105,43,1485
628151,88,3079
628152,26,1090
628201,10,470
628202,54,2521
628203,74,3701
628204,141,4514
628205,24,771
628206,42,1948
628207,63,1444
628208,13,389
628209,22,316
628210,37,1588
628211,14,220
628213,23,1102
628215,81,3427
628216,27,828
628217,19,238
628218,10,254
628219,10,375
628251,52,1776
628252,64,2394
628301,15,356
628302,18,445
628303,23,1003
628304,17,331
628401,48,2014
628402,35,1282
628501,226,7534
628502,352,11035
628503,14,676
628552,135,3851
628601,43,1433
628612,64,2489
628613,45,2136
628614,5,256
628615,29,657
628616,11,787
628617,93,3098
628618,4,140
628619,55,1758
628620,22,1150
628621,27,940
628622,50,1646
628623,21,876
628653,18,1440
628656,29,994
628701,17,582
628702,28,872
628703,22,1845
628704,94,3470
628712,40,2348
628714,114,3197
628716,54,1532
628718,33,1465
628720,59,1975
628721,33,1519
628722,39,1041
628751,20,653
628752,10,422
628753,7,451
628801,48,1997
628802,53,1320
628809,37,1713
628851,67,1472
628901,47,1819
628902,138,5568
628903,53,2133
628904,69,2458
628905,82,2933
628906,15,730
628907,108,4422
628908,22,1165
628952,93,3016
629001,157,7523
629002,171,8768
629003,106,3966
629004,65,3211
629101,25,1033
629102,6,62
629151,106,2739
629152,79,2351
629153,87,3150
629154,48,1258
629155,13,424
629156,34,807
629157,126,3324
629158,82,2558
629159,65,2337
629160,128,3036
629161,190,6969
629162,54,1676
629163,79,3570
629164,71,1965
